Level,ParentCode,ParentName,AreaCode,AreaName,isSIDS,isLDC,isLLDC,Order,childrenNo
3,MDG_OCE,Oceania,PNG,Papua New Guinea,TRUE,FALSE,FALSE,1020914,0
3,MDG_OCE,Oceania,WSM,Samoa,TRUE,FALSE,FALSE,1020915,0
3,MDG_OCE,Oceania,SLB,Solomon Islands,TRUE,TRUE,FALSE,1020916,0
3,MDG_OCE,Oceania,TKL,Tokelau,FALSE,FALSE,FALSE,1020917,0
3,MDG_OCE,Oceania,TON,Tonga,TRUE,FALSE,FALSE,1020918,0
3,MDG_OCE,Oceania,TUV,Tuvalu,TRUE,TRUE,FALSE,1020919,0
3,MDG_OCE,Oceania,VUT,Vanuatu,TRUE,TRUE,FALSE,1020920,0
0,,,MDG_SIDS,Small island developing States,FALSE,FALSE,FALSE,2000000,0
0,,,MDG_LDC,Least developed countries,FALSE,FALSE,FALSE,3000000,0
0,,,MDG_LLDC,Landlocked developing countries,FALSE,FALSE,FALSE,4000000,0
